text,language,source,original_id,timestamp,is_code_mixed,mixed_languages,annotator,quality_score
Agahinda ntikica kagira mubi.,kinyarwanda,n/a,n/a,,False,,n/a,
Agahinda ni ukubura uwo ukunda.,kinyarwanda,n/a,n/a,,False,,n/a,
Babajije inyamanza bati: ko ufite ukuguru gutoya?,kinyarwanda,n/a,n/a,,False,,n/a,
"Iti: na ko nagukesheje Rusengo, Semugeshi arenda kukubazamo ubwato!",kinyarwanda,n/a,n/a,,False,,n/a,
Babonye umwezi bagira ngo bwakeye,kinyarwanda,n/a,n/a,,False,,n/a,
Bagabobarabona yahamagaye urupfu ngo nirugaruke rumurarire,kinyarwanda,n/a,n/a,,False,,n/a,
"Bagabobarabona yambutse uruzi uruhu rwe rugwamo, ati: ruramaze rwari rurariwe kumeswa",kinyarwanda,n/a,n/a,,False,,n/a,
Bagarira yose ntuzi irizera n'irizarumba,kinyarwanda,n/a,n/a,,False,,n/a,
Bagaragaza ba Bagaragaza ati; aho abato bari bararyimara,kinyarwanda,n/a,n/a,,False,,n/a,
"Bakubise nyir'uruhara, nyir'imvi ati: bene ubusembwa batashye",kinyarwanda,n/a,n/a,,False,,n/a,
Bakunda inkwi bakanga umushenyi,kinyarwanda,n/a,n/a,,False,,n/a,
Bamenya icyo yishe ntibamenya icyo ikijije,kinyarwanda,n/a,n/a,,False,,n/a,
Banegura ibyigondoye umuhoro ukarakara,kinyarwanda,n/a,n/a,,False,,n/a,
"Biza byirabura, bikaza byera, bigaturwa umwami",kinyarwanda,n/a,n/a,,False,,n/a,
Bucya zihindura imirishyo,kinyarwanda,n/a,n/a,,False,,n/a,
Bucyana ayandi,kinyarwanda,n/a,n/a,,False,,n/a,
"Gahebeheba ka Ntibaheba, ati: Urwanda rwanyanze ngahata!",kinyarwanda,n/a,n/a,,False,,n/a,
"Gahima yanywanye na Kajogora, ati: intege nke zitera imico myiza",kinyarwanda,n/a,n/a,,False,,n/a,
Gesa ubw'iyo ubw'ino ntiburera,kinyarwanda,n/a,n/a,,False,,n/a,
Gihuga isubiye ku gihuru,kinyarwanda,n/a,n/a,,False,,n/a,
Gikona burya uzi ko njya ngukeka amababa!,kinyarwanda,n/a,n/a,,False,,n/a,
Gira so yiturwa indi.,kinyarwanda,n/a,n/a,,False,,n/a,
Guha inda ni ukuyirariza,kinyarwanda,n/a,n/a,,False,,n/a,
Guha intanyurwa ni ugusesa,kinyarwanda,n/a,n/a,,False,,n/a,
Guherekeza si ukujyana,kinyarwanda,n/a,n/a,,False,,n/a,
Gukanura amaso si ko gukira,kinyarwanda,n/a,n/a,,False,,n/a,
Gukira kwibagiza gukinga,kinyarwanda,n/a,n/a,,False,,n/a,
Gukunda ikitagukunda ni imvura igwa mu ishyamba,kinyarwanda,n/a,n/a,,False,,n/a,
Haba ubugabo ntihaba ubukuru.,kinyarwanda,n/a,n/a,,False,,n/a,
Haba umugisha ntihaba ubugabo.,kinyarwanda,n/a,n/a,,False,,n/a,
"Haba umuhanwa hakaba n’umwihane, hakaba n’uwananiranye",kinyarwanda,n/a,n/a,,False,,n/a,
"Haganya nyir’ubukozwemo naho nyir’ubuteruranwe n’akebo, ntakoma",kinyarwanda,n/a,n/a,,False,,n/a,
Hagati y'abapfu n’abapfumu hamenya abahanga,kinyarwanda,n/a,n/a,,False,,n/a,
Hagati yumutwe n’umutwaro haca ingata,kinyarwanda,n/a,n/a,,False,,n/a,
Haguma kwiha,kinyarwanda,n/a,n/a,,False,,n/a,
Haguma umwami ingoma irabazwa,kinyarwanda,n/a,n/a,,False,,n/a,
Hakomera imfubyi ifuni iroroha,kinyarwanda,n/a,n/a,,False,,n/a,
Agakungu kavamo imbwa yiruka.,kinyarwanda,n/a,n/a,,False,,n/a,
Agapfa kabuliwe ni impongo.,kinyarwanda,n/a,n/a,,False,,n/a,
Agapfundikiye gatera amatsiko.,kinyarwanda,n/a,n/a,,False,,n/a,
Agatinze kazaza ni amenyo ya ruguru.,kinyarwanda,n/a,n/a,,False,,n/a,
Ababurana Ari babiri umwe abayigiza nkana,kinyarwanda,n/a,n/a,,False,,n/a,
utazi ubwenge ashima ubwe ,kinyarwanda,n/a,n/a,,False,,n/a,
ikibuno gishuka amabyi bitari bujyane,kinyarwanda,n/a,n/a,,False,,n/a,
Ababiri bishe imbwa y’umwami.,kinyarwanda,n/a,n/a,,False,,n/a,
Ababiri ntibacibwa inka.,kinyarwanda,n/a,n/a,,False,,n/a,
Ababurana ari babiri umwe aba yigiza nkana.,kinyarwanda,n/a,n/a,,False,,n/a,
Abagore bagira inzara ntibagira inzigo.,kinyarwanda,n/a,n/a,,False,,n/a,
Abagore baragwira.,kinyarwanda,n/a,n/a,,False,,n/a,
Abahigi benshi bayobya imbwa (uburari).,kinyarwanda,n/a,n/a,,False,,n/a,
Abakingiranye inyegamo ntibakingirana ingabo.,kinyarwanda,n/a,n/a,,False,,n/a,
Abalinzi bajya inama inyoni zijya iyindi.,kinyarwanda,n/a,n/a,,False,,n/a,
Abantu bibuka imana iyo amakuba yababanye menshi.,kinyarwanda,n/a,n/a,,False,,n/a,
Abasangira bashonje ntawusigariza undi.,kinyarwanda,n/a,n/a,,False,,n/a,
Abasangira basigana imbyiro.,kinyarwanda,n/a,n/a,,False,,n/a,
Abasangira bike bitana ibisambo.,kinyarwanda,n/a,n/a,,False,,n/a,
Abasangira ubusa bitana ibisambo.,kinyarwanda,n/a,n/a,,False,,n/a,
Abasobetse imisumbi ntibaba bagihishanye amabya.,kinyarwanda,n/a,n/a,,False,,n/a,
Abatanye badatata barasubirana.,kinyarwanda,n/a,n/a,,False,,n/a,
Abateranye imigeri ntibahishana amabya.,kinyarwanda,n/a,n/a,,False,,n/a,
Aberekeranye ntibabura kwendana.,kinyarwanda,n/a,n/a,,False,,n/a,
Abotanye kera ntibahishanya amabya,kinyarwanda,n/a,n/a,,False,,n/a,
Abwirwa benshi akumva (akwumvwa na) bene yo.,kinyarwanda,n/a,n/a,,False,,n/a,
Agafuni kabagara ubucuti ni akarenge.,kinyarwanda,n/a,n/a,,False,,n/a,
Agahwa kari k’uwundi karahandurika.,kinyarwanda,n/a,n/a,,False,,n/a,
Agakecuru gahaze gakina n’imyenge y’inzu.,kinyarwanda,n/a,n/a,,False,,n/a,
Agakono gashaje karyoshya ibiryo,kinyarwanda,n/a,n/a,,False,,n/a,
Agakono gashaje niko karyoshya imboga,kinyarwanda,n/a,n/a,,False,,n/a,
Agakungu gakuna imbwa.,kinyarwanda,n/a,n/a,,False,,n/a,
Agakungu iyo gashize agashino kayora ivu.,kinyarwanda,n/a,n/a,,False,,n/a,
Agakungu kavamo imbwa yiruka.,kinyarwanda,n/a,n/a,,False,,n/a,
Agapfa kabuliwe ni impongo.,kinyarwanda,n/a,n/a,,False,,n/a,
Agashyize kera gahinyuza inshuti.,kinyarwanda,n/a,n/a,,False,,n/a,
Agashyize kera gahinyuza intwari.,kinyarwanda,n/a,n/a,,False,,n/a,
Agasozi kagusabye amaraso ntuyakarenza.,kinyarwanda,n/a,n/a,,False,,n/a,
Agasozi kamanutse inka kazamuka indi.,kinyarwanda,n/a,n/a,,False,,n/a,
Agati gateretswe n’Imana ntigahungabanywa n’umuyaga.,kinyarwanda,n/a,n/a,,False,,n/a,
Agatinze kazaryoha ni agatuba k’uruhinja.,kinyarwanda,n/a,n/a,,False,,n/a,
Agatinze kazaza ni amenyo ya ruguru.,kinyarwanda,n/a,n/a,,False,,n/a,
Ahanze ubwana hamera ubwanwa.,kinyarwanda,n/a,n/a,,False,,n/a,
Abandi barimo gukora iki muri iki gihe?,kinyarwanda,n/a,n/a,,False,,n/a,
Nkora mu ruganda runini rw'iKigali.,kinyarwanda,n/a,n/a,,False,,n/a,
Ndabyumva ariko ntabwo nshobora kubisobanura neza.,kinyarwanda,n/a,n/a,,False,,n/a,
Ntabwo nabashije kubona imodoka yanjye.,kinyarwanda,n/a,n/a,,False,,n/a,
Urukundo rwawe ni rwinshi cyane.,kinyarwanda,n/a,n/a,,False,,n/a,
Abana bacu biga mu ishuri ryiza.,kinyarwanda,n/a,n/a,,False,,n/a,
Umwarimu afasha abanyeshuri benshi.,kinyarwanda,n/a,n/a,,False,,n/a,
Ndashaka kumenya uko wageze aha.,kinyarwanda,n/a,n/a,,False,,n/a,
Igihe kirageze ngo tugende.,kinyarwanda,n/a,n/a,,False,,n/a,
Dukeneye gutegura ibiryo byinshi.,kinyarwanda,n/a,n/a,,False,,n/a,
Abandi baraho se badi?,kinyarwanda,n/a,n/a,,False,,n/a,
Ndashaka kumenya igihe,kinyarwanda,n/a,n/a,,False,,n/a,
Ubu ndimo kwiga Ikinyarwanda,kinyarwanda,n/a,n/a,,False,,n/a,
Abanyarwanda benshi bavuga Ikinyarwanda neza,kinyarwanda,n/a,n/a,,False,,n/a,
Ndaza kugaruka vuba,kinyarwanda,n/a,n/a,,False,,n/a,
Amaherezo twabonye umuti w'ikibazo,kinyarwanda,n/a,n/a,,False,,n/a,
Yego ndabyemera rwose,kinyarwanda,n/a,n/a,,False,,n/a,
Ntabwo numva icyo uri kuvuga,kinyarwanda,n/a,n/a,,False,,n/a,
Mu by'ukuri nshoshoboye gukora ibi,kinyarwanda,n/a,n/a,,False,,n/a,
Ese uzaza i Kigali ryari?,kinyarwanda,n/a,n/a,,False,,n/a,
Mu Rwanda hari imisozi igihumbi,kinyarwanda,n/a,n/a,,False,,n/a,
Abandi baraho se badi?,kinyarwanda,n/a,n/a,,False,,n/a,
Nyabuna se abandi baraho?,kinyarwanda,n/a,n/a,,False,,n/a,
Baraho se badi?,kinyarwanda,n/a,n/a,,False,,n/a,
Baraho badi?,kinyarwanda,n/a,n/a,,False,,n/a,
Baraho se?,kinyarwanda,n/a,n/a,,False,,n/a,
Muraho badi?,kinyarwanda,n/a,n/a,,False,,n/a,
Abandi baraho?,kinyarwanda,n/a,n/a,,False,,n/a,
Baraho nyabuna?,kinyarwanda,n/a,n/a,,False,,n/a,
Ngiye gufata aka bike,kinyarwanda,n/a,n/a,,False,,n/a,
Ndi online ubu.,kinyarwanda,n/a,n/a,,False,,n/a,
Ndashaka ku download application.,kinyarwanda,n/a,n/a,,False,,n/a,
Ubu ndimo gukora project.,kinyarwanda,n/a,n/a,,False,,n/a,
Twari muri meeting.,kinyarwanda,n/a,n/a,,False,,n/a,
Amafaranga ya bank.,kinyarwanda,n/a,n/a,,False,,n/a,
Ura charging telephone?,kinyarwanda,n/a,n/a,,False,,n/a,
Turi kuri facebook.,kinyarwanda,n/a,n/a,,False,,n/a,
Ndamubona kuri whatsapp.,kinyarwanda,n/a,n/a,,False,,n/a,
Ese ufite message yanjye?,kinyarwanda,n/a,n/a,,False,,n/a,
"Niba uri okay, tuza.",kinyarwanda,n/a,n/a,,False,,n/a,
Nshaka kujya kuri internet.,kinyarwanda,n/a,n/a,,False,,n/a,
Bon courage muri school.,kinyarwanda,n/a,n/a,,False,,n/a,
Urakoze sana mwana.,kinyarwanda,n/a,n/a,,False,,n/a,
Ntabwo nabonye document.,kinyarwanda,n/a,n/a,,False,,n/a,
Bureau yanjye iri muri Kigali.,kinyarwanda,n/a,n/a,,False,,n/a,
Twahuye muri centre.,kinyarwanda,n/a,n/a,,False,,n/a,
Ibyo ni sawa kabisa.,kinyarwanda,n/a,n/a,,False,,n/a,
Habari ko muri mu Rwanda?,kinyarwanda,n/a,n/a,,False,,n/a,
Asante cyane.,kinyarwanda,n/a,n/a,,False,,n/a,
Urabona arahagera nka saa ngapi?,kinyarwanda,n/a,n/a,,False,,n/a,
"Hello, how are you?",english,n/a,n/a,,False,,n/a,
The quick brown fox jumps over the lazy dog.,english,n/a,n/a,,False,,n/a,
Where are you going?,english,n/a,n/a,,False,,n/a,
This is an English sentence.,english,n/a,n/a,,False,,n/a,
I can't speak Kinyarwanda.,english,n/a,n/a,,False,,n/a,
What time is the meeting?,english,n/a,n/a,,False,,n/a,
Thank you for your help.,english,n/a,n/a,,False,,n/a,
Can you please repeat that?,english,n/a,n/a,,False,,n/a,
Have a nice day!,english,n/a,n/a,,False,,n/a,
Let's meet tomorrow morning.,english,n/a,n/a,,False,,n/a,
The weather is nice today.,english,n/a,n/a,,False,,n/a,
I am learning a new language.,english,n/a,n/a,,False,,n/a,
She works at the university.,english,n/a,n/a,,False,,n/a,
Can you help me with this?,english,n/a,n/a,,False,,n/a,
Tomorrow we will go to the beach.,english,n/a,n/a,,False,,n/a,
Please call me later.,english,n/a,n/a,,False,,n/a,
What is your favorite food?,english,n/a,n/a,,False,,n/a,
The meeting starts at three o'clock.,english,n/a,n/a,,False,,n/a,
My family is very important to me.,english,n/a,n/a,,False,,n/a,
Our conversation is going well.,english,n/a,n/a,,False,,n/a,
I miss you very much.,english,n/a,n/a,,False,,n/a,
The school teaches well.,english,n/a,n/a,,False,,n/a,
I'll get out of the car.,english,n/a,n/a,,False,,n/a,
How was your weekend?,english,n/a,n/a,,False,,n/a,
I enjoyed our time together.,english,n/a,n/a,,False,,n/a,
Can we schedule another meeting?,english,n/a,n/a,,False,,n/a,
The project is almost complete.,english,n/a,n/a,,False,,n/a,
I need more information about this topic.,english,n/a,n/a,,False,,n/a,
Please send me the documents by email.,english,n/a,n/a,,False,,n/a,
The restaurant is on the corner of the street.,english,n/a,n/a,,False,,n/a,
Je ne comprends pas ce que tu dis.,french,n/a,n/a,,False,,n/a,
Bonjour tout le monde.,french,n/a,n/a,,False,,n/a,
Comment allez-vous aujourd'hui?,french,n/a,n/a,,False,,n/a,
Je suis très content de vous voir.,french,n/a,n/a,,False,,n/a,
Merci beaucoup pour votre aide.,french,n/a,n/a,,False,,n/a,
"Je voudrais un café, s'il vous plaît.",french,n/a,n/a,,False,,n/a,
Quel temps fait-il aujourd'hui?,french,n/a,n/a,,False,,n/a,
Je parle français un peu.,french,n/a,n/a,,False,,n/a,
La plume de ma tante est sur le bureau de mon oncle.,french,n/a,n/a,,False,,n/a,
Nous allons au cinéma ce soir.,french,n/a,n/a,,False,,n/a,
Je travaille à l'université.,french,n/a,n/a,,False,,n/a,
C'est une très belle journée.,french,n/a,n/a,,False,,n/a,
Je ne sais pas comment expliquer ça.,french,n/a,n/a,,False,,n/a,
Avez-vous compris ce que j'ai dit?,french,n/a,n/a,,False,,n/a,
Nous devons partir maintenant.,french,n/a,n/a,,False,,n/a,
Habari yako?,swahili,n/a,n/a,,False,,n/a,
Jina langu ni Claude.,swahili,n/a,n/a,,False,,n/a,
Ninasema Kiswahili kidogo.,swahili,n/a,n/a,,False,,n/a,
Asante sana kwa msaada wako.,swahili,n/a,n/a,,False,,n/a,
Tutaonana kesho.,swahili,n/a,n/a,,False,,n/a,
Chakula hiki ni kitamu sana.,swahili,n/a,n/a,,False,,n/a,
Naenda sokoni kununua matunda.,swahili,n/a,n/a,,False,,n/a,
Leo ni siku nzuri.,swahili,n/a,n/a,,False,,n/a,
Unaenda wapi sasa?,swahili,n/a,n/a,,False,,n/a,
Nimefurahi kukutana nawe.,swahili,n/a,n/a,,False,,n/a,
Unafanya kazi gani?,swahili,n/a,n/a,,False,,n/a,
Naishi Nairobi.,swahili,n/a,n/a,,False,,n/a,
Ninapenda kusoma vitabu.,swahili,n/a,n/a,,False,,n/a,
Hali ya hewa ni nzuri leo.,swahili,n/a,n/a,,False,,n/a,
Tutaonana baadaye.,swahili,n/a,n/a,,False,,n/a,
"Hola, ¿cómo estás hoy?",other,n/a,n/a,,False,,n/a,
Ich bin ein Student.,other,n/a,n/a,,False,,n/a,
Ich bin müde und gehe schlafen.,other,n/a,n/a,,False,,n/a,
No entiendo lo que estás diciendo.,other,n/a,n/a,,False,,n/a,
Mi chiamo Claude e vengo dall'Italia.,other,n/a,n/a,,False,,n/a,
Dov'è la stazione ferroviaria?,other,n/a,n/a,,False,,n/a,
Jeg snakker ikke norsk.,other,n/a,n/a,,False,,n/a,
Talar du svenska?,other,n/a,n/a,,False,,n/a,
¿Dónde está la biblioteca?,other,n/a,n/a,,False,,n/a,
Wie spät ist es?,other,n/a,n/a,,False,,n/a,
Ik spreek een beetje Nederlands.,other,n/a,n/a,,False,,n/a,
Jeg er meget glad i dag.,other,n/a,n/a,,False,,n/a,
"Olá, como vai você?",other,n/a,n/a,,False,,n/a,
Não falo português muito bem.,other,n/a,n/a,,False,,n/a,
Det er en vakker dag i dag.,other,n/a,n/a,,False,,n/a,
