text,language,source,original_id,timestamp,is_code_mixed,mixed_languages,annotator,quality_score
Agaca amakungu ni ukwima uwarugendagamo.,kinyarwanda,,,,False,,,
"Agacumu gahabwa agahari, naho agahararutswe gahabwa agahini.",kinyarwanda,,,,False,,,
Agahanga k’umugabo gahangurwa n’uwakaremye.,kinyarwanda,,,,False,,,
Agahararo ntikabuza agahararuko.,kinyarwanda,,,,False,,,
Agahinda gashira bake.,kinyarwanda,,,,False,,,
Agahinda k’inkoko kamenya inkike yatoyemo.,kinyarwanda,,,,False,,,
Agahinda k’inkono kamenywa n’uwayiharuye.,kinyarwanda,,,,False,,,
Agahinda ntigashira; gashira nyirako yapfuye.,kinyarwanda,,,,False,,,
Agahinda ntikajya ahabona.,kinyarwanda,,,,False,,,
Agahinda ntikica kagira mubi.,kinyarwanda,,,,False,,,
Agahinda ni ukubura uwo ukunda.,kinyarwanda,,,,False,,,
Babajije inyamanza bati: ko ufite ukuguru gutoya?,kinyarwanda,,,,False,,,
"Iti: na ko nagukesheje Rusengo, Semugeshi arenda kukubazamo ubwato!",kinyarwanda,,,,False,,,
Babonye umwezi bagira ngo bwakeye,kinyarwanda,,,,False,,,
Bagabobarabona yahamagaye urupfu ngo nirugaruke rumurarire,kinyarwanda,,,,False,,,
"Bagabobarabona yambutse uruzi uruhu rwe rugwamo, ati: ruramaze rwari rurariwe kumeswa",kinyarwanda,,,,False,,,
Bagarira yose ntuzi irizera n'irizarumba,kinyarwanda,,,,False,,,
Bagaragaza ba Bagaragaza ati; aho abato bari bararyimara,kinyarwanda,,,,False,,,
"Bakubise nyir'uruhara, nyir'imvi ati: bene ubusembwa batashye",kinyarwanda,,,,False,,,
Bakunda inkwi bakanga umushenyi,kinyarwanda,,,,False,,,
Bamenya icyo yishe ntibamenya icyo ikijije,kinyarwanda,,,,False,,,
Banegura ibyigondoye umuhoro ukarakara,kinyarwanda,,,,False,,,
"Biza byirabura, bikaza byera, bigaturwa umwami",kinyarwanda,,,,False,,,
Bucya zihindura imirishyo,kinyarwanda,,,,False,,,
Bucyana ayandi,kinyarwanda,,,,False,,,
"Gahebeheba ka Ntibaheba, ati: Urwanda rwanyanze ngahata!",kinyarwanda,,,,False,,,
"Gahima yanywanye na Kajogora, ati: intege nke zitera imico myiza",kinyarwanda,,,,False,,,
Gesa ubw'iyo ubw'ino ntiburera,kinyarwanda,,,,False,,,
Gihuga isubiye ku gihuru,kinyarwanda,,,,False,,,
Gikona burya uzi ko njya ngukeka amababa!,kinyarwanda,,,,False,,,
Gira so yiturwa indi.,kinyarwanda,,,,False,,,
Guha inda ni ukuyirariza,kinyarwanda,,,,False,,,
Guha intanyurwa ni ugusesa,kinyarwanda,,,,False,,,
Guherekeza si ukujyana,kinyarwanda,,,,False,,,
Gukanura amaso si ko gukira,kinyarwanda,,,,False,,,
Gukira kwibagiza gukinga,kinyarwanda,,,,False,,,
Gukunda ikitagukunda ni imvura igwa mu ishyamba,kinyarwanda,,,,False,,,
Haba ubugabo ntihaba ubukuru.,kinyarwanda,,,,False,,,
Haba umugisha ntihaba ubugabo.,kinyarwanda,,,,False,,,
"Haba umuhanwa hakaba n’umwihane, hakaba n’uwananiranye",kinyarwanda,,,,False,,,
"Haganya nyir’ubukozwemo naho nyir’ubuteruranwe n’akebo, ntakoma",kinyarwanda,,,,False,,,
Hagati y'abapfu n’abapfumu hamenya abahanga,kinyarwanda,,,,False,,,
Hagati yumutwe n’umutwaro haca ingata,kinyarwanda,,,,False,,,
Haguma kwiha,kinyarwanda,,,,False,,,
Haguma umwami ingoma irabazwa,kinyarwanda,,,,False,,,
Hakomera imfubyi ifuni iroroha,kinyarwanda,,,,False,,,
Agakungu kavamo imbwa yiruka.,kinyarwanda,,,,False,,,
Agapfa kabuliwe ni impongo.,kinyarwanda,,,,False,,,
Agapfundikiye gatera amatsiko.,kinyarwanda,,,,False,,,
Agatinze kazaza ni amenyo ya ruguru.,kinyarwanda,,,,False,,,
Ababurana Ari babiri umwe abayigiza nkana,kinyarwanda,,,,False,,,
utazi ubwenge ashima ubwe ,kinyarwanda,,,,False,,,
ikibuno gishuka amabyi bitari bujyane,kinyarwanda,,,,False,,,
Ababiri bishe imbwa y’umwami.,kinyarwanda,,,,False,,,
Ababiri ntibacibwa inka.,kinyarwanda,,,,False,,,
Ababurana ari babiri umwe aba yigiza nkana.,kinyarwanda,,,,False,,,
Abagore bagira inzara ntibagira inzigo.,kinyarwanda,,,,False,,,
Abagore baragwira.,kinyarwanda,,,,False,,,
Abahigi benshi bayobya imbwa (uburari).,kinyarwanda,,,,False,,,
Abakingiranye inyegamo ntibakingirana ingabo.,kinyarwanda,,,,False,,,
Abalinzi bajya inama inyoni zijya iyindi.,kinyarwanda,,,,False,,,
Abantu bibuka imana iyo amakuba yababanye menshi.,kinyarwanda,,,,False,,,
Abasangira bashonje ntawusigariza undi.,kinyarwanda,,,,False,,,
Abasangira basigana imbyiro.,kinyarwanda,,,,False,,,
Abasangira bike bitana ibisambo.,kinyarwanda,,,,False,,,
Abasangira ubusa bitana ibisambo.,kinyarwanda,,,,False,,,
Abasobetse imisumbi ntibaba bagihishanye amabya.,kinyarwanda,,,,False,,,
Abatanye badatata barasubirana.,kinyarwanda,,,,False,,,
Abateranye imigeri ntibahishana amabya.,kinyarwanda,,,,False,,,
Aberekeranye ntibabura kwendana.,kinyarwanda,,,,False,,,
Abotanye kera ntibahishanya amabya,kinyarwanda,,,,False,,,
Abwirwa benshi akumva (akwumvwa na) bene yo.,kinyarwanda,,,,False,,,
Agafuni kabagara ubucuti ni akarenge.,kinyarwanda,,,,False,,,
Agahwa kari k’uwundi karahandurika.,kinyarwanda,,,,False,,,
Agakecuru gahaze gakina n’imyenge y’inzu.,kinyarwanda,,,,False,,,
Agakono gashaje karyoshya ibiryo,kinyarwanda,,,,False,,,
Agakono gashaje niko karyoshya imboga,kinyarwanda,,,,False,,,
Agakungu gakuna imbwa.,kinyarwanda,,,,False,,,
Agakungu iyo gashize agashino kayora ivu.,kinyarwanda,,,,False,,,
Agakungu kavamo imbwa yiruka.,kinyarwanda,,,,False,,,
Agapfa kabuliwe ni impongo.,kinyarwanda,,,,False,,,
Agashyize kera gahinyuza inshuti.,kinyarwanda,,,,False,,,
Agashyize kera gahinyuza intwari.,kinyarwanda,,,,False,,,
Agasozi kagusabye amaraso ntuyakarenza.,kinyarwanda,,,,False,,,
Agasozi kamanutse inka kazamuka indi.,kinyarwanda,,,,False,,,
Agati gateretswe n’Imana ntigahungabanywa n’umuyaga.,kinyarwanda,,,,False,,,
Agatinze kazaryoha ni agatuba k’uruhinja.,kinyarwanda,,,,False,,,
Agatinze kazaza ni amenyo ya ruguru.,kinyarwanda,,,,False,,,
Ahanze ubwana hamera ubwanwa.,kinyarwanda,,,,False,,,
Abandi barimo gukora iki muri iki gihe?,kinyarwanda,,,,False,,,
Nkora mu ruganda runini rw'iKigali.,kinyarwanda,,,,False,,,
Ndabyumva ariko ntabwo nshobora kubisobanura neza.,kinyarwanda,,,,False,,,
Ntabwo nabashije kubona imodoka yanjye.,kinyarwanda,,,,False,,,
Urukundo rwawe ni rwinshi cyane.,kinyarwanda,,,,False,,,
Abana bacu biga mu ishuri ryiza.,kinyarwanda,,,,False,,,
Umwarimu afasha abanyeshuri benshi.,kinyarwanda,,,,False,,,
Ndashaka kumenya uko wageze aha.,kinyarwanda,,,,False,,,
Igihe kirageze ngo tugende.,kinyarwanda,,,,False,,,
Dukeneye gutegura ibiryo byinshi.,kinyarwanda,,,,False,,,
Abandi baraho se badi?,kinyarwanda,,,,False,,,
Ndashaka kumenya igihe,kinyarwanda,,,,False,,,
Ubu ndimo kwiga Ikinyarwanda,kinyarwanda,,,,False,,,
Abanyarwanda benshi bavuga Ikinyarwanda neza,kinyarwanda,,,,False,,,
Ndaza kugaruka vuba,kinyarwanda,,,,False,,,
Amaherezo twabonye umuti w'ikibazo,kinyarwanda,,,,False,,,
Yego ndabyemera rwose,kinyarwanda,,,,False,,,
Ntabwo numva icyo uri kuvuga,kinyarwanda,,,,False,,,
Mu by'ukuri nshoshoboye gukora ibi,kinyarwanda,,,,False,,,
Ese uzaza i Kigali ryari?,kinyarwanda,,,,False,,,
Mu Rwanda hari imisozi igihumbi,kinyarwanda,,,,False,,,
Abandi baraho se badi?,kinyarwanda,,,,False,,,
Nyabuna se abandi baraho?,kinyarwanda,,,,False,,,
Baraho se badi?,kinyarwanda,,,,False,,,
Baraho badi?,kinyarwanda,,,,False,,,
Baraho se?,kinyarwanda,,,,False,,,
Muraho badi?,kinyarwanda,,,,False,,,
Abandi baraho?,kinyarwanda,,,,False,,,
Baraho nyabuna?,kinyarwanda,,,,False,,,
Ngiye gufata aka bike,kinyarwanda,,,,False,,,
Ndi online ubu.,kinyarwanda,,,,False,,,
Ndashaka ku download application.,kinyarwanda,,,,False,,,
Ubu ndimo gukora project.,kinyarwanda,,,,False,,,
Twari muri meeting.,kinyarwanda,,,,False,,,
Amafaranga ya bank.,kinyarwanda,,,,False,,,
Ura charging telephone?,kinyarwanda,,,,False,,,
Turi kuri facebook.,kinyarwanda,,,,False,,,
Ndamubona kuri whatsapp.,kinyarwanda,,,,False,,,
Ese ufite message yanjye?,kinyarwanda,,,,False,,,
"Niba uri okay, tuza.",kinyarwanda,,,,False,,,
Nshaka kujya kuri internet.,kinyarwanda,,,,False,,,
Bon courage muri school.,kinyarwanda,,,,False,,,
Urakoze sana mwana.,kinyarwanda,,,,False,,,
Ntabwo nabonye document.,kinyarwanda,,,,False,,,
Bureau yanjye iri muri Kigali.,kinyarwanda,,,,False,,,
Twahuye muri centre.,kinyarwanda,,,,False,,,
Ibyo ni sawa kabisa.,kinyarwanda,,,,False,,,
Habari ko muri mu Rwanda?,kinyarwanda,,,,False,,,
Asante cyane.,kinyarwanda,,,,False,,,
Urabona arahagera nka saa ngapi?,kinyarwanda,,,,False,,,
"Hello, how are you?",english,,,,False,,,
The quick brown fox jumps over the lazy dog.,english,,,,False,,,
Where are you going?,english,,,,False,,,
This is an English sentence.,english,,,,False,,,
I can't speak Kinyarwanda.,english,,,,False,,,
What time is the meeting?,english,,,,False,,,
Thank you for your help.,english,,,,False,,,
Can you please repeat that?,english,,,,False,,,
Have a nice day!,english,,,,False,,,
Let's meet tomorrow morning.,english,,,,False,,,
The weather is nice today.,english,,,,False,,,
I am learning a new language.,english,,,,False,,,
She works at the university.,english,,,,False,,,
Can you help me with this?,english,,,,False,,,
Tomorrow we will go to the beach.,english,,,,False,,,
Please call me later.,english,,,,False,,,
What is your favorite food?,english,,,,False,,,
The meeting starts at three o'clock.,english,,,,False,,,
My family is very important to me.,english,,,,False,,,
Our conversation is going well.,english,,,,False,,,
I miss you very much.,english,,,,False,,,
The school teaches well.,english,,,,False,,,
I'll get out of the car.,english,,,,False,,,
How was your weekend?,english,,,,False,,,
I enjoyed our time together.,english,,,,False,,,
Can we schedule another meeting?,english,,,,False,,,
The project is almost complete.,english,,,,False,,,
I need more information about this topic.,english,,,,False,,,
Please send me the documents by email.,english,,,,False,,,
The restaurant is on the corner of the street.,english,,,,False,,,
Je ne comprends pas ce que tu dis.,french,,,,False,,,
Bonjour tout le monde.,french,,,,False,,,
Comment allez-vous aujourd'hui?,french,,,,False,,,
Je suis très content de vous voir.,french,,,,False,,,
Merci beaucoup pour votre aide.,french,,,,False,,,
"Je voudrais un café, s'il vous plaît.",french,,,,False,,,
Quel temps fait-il aujourd'hui?,french,,,,False,,,
Je parle français un peu.,french,,,,False,,,
La plume de ma tante est sur le bureau de mon oncle.,french,,,,False,,,
Nous allons au cinéma ce soir.,french,,,,False,,,
Je travaille à l'université.,french,,,,False,,,
C'est une très belle journée.,french,,,,False,,,
Je ne sais pas comment expliquer ça.,french,,,,False,,,
Avez-vous compris ce que j'ai dit?,french,,,,False,,,
Nous devons partir maintenant.,french,,,,False,,,
Habari yako?,swahili,,,,False,,,
Jina langu ni Claude.,swahili,,,,False,,,
Ninasema Kiswahili kidogo.,swahili,,,,False,,,
Asante sana kwa msaada wako.,swahili,,,,False,,,
Tutaonana kesho.,swahili,,,,False,,,
Chakula hiki ni kitamu sana.,swahili,,,,False,,,
Naenda sokoni kununua matunda.,swahili,,,,False,,,
Leo ni siku nzuri.,swahili,,,,False,,,
Unaenda wapi sasa?,swahili,,,,False,,,
Nimefurahi kukutana nawe.,swahili,,,,False,,,
Unafanya kazi gani?,swahili,,,,False,,,
Naishi Nairobi.,swahili,,,,False,,,
Ninapenda kusoma vitabu.,swahili,,,,False,,,
Hali ya hewa ni nzuri leo.,swahili,,,,False,,,
Tutaonana baadaye.,swahili,,,,False,,,
"Hola, ¿cómo estás hoy?",other,,,,False,,,
Ich bin ein Student.,other,,,,False,,,
Ich bin müde und gehe schlafen.,other,,,,False,,,
No entiendo lo que estás diciendo.,other,,,,False,,,
Mi chiamo Claude e vengo dall'Italia.,other,,,,False,,,
Dov'è la stazione ferroviaria?,other,,,,False,,,
Jeg snakker ikke norsk.,other,,,,False,,,
Talar du svenska?,other,,,,False,,,
¿Dónde está la biblioteca?,other,,,,False,,,
Wie spät ist es?,other,,,,False,,,
Ik spreek een beetje Nederlands.,other,,,,False,,,
Jeg er meget glad i dag.,other,,,,False,,,
"Olá, como vai você?",other,,,,False,,,
Não falo português muito bem.,other,,,,False,,,
Det er en vakker dag i dag.,other,,,,False,,,
Kenya yageuka taifa lililojaa matapeli ndani na nje ya serikali hata katika sekta muhimu za umma. | Kenya yageuka taifa lililojaa matapeli ndani na nje ya serikali hata katika sekta muhimu za umma. ,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
NCHI YA WAKORA. Waziri arekebisha kosa lake la kumteua marehemu.| NCHI YA WAKORA. Waziri arekebisha kosa lake la kumteua marehemu.,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
WAZIRI wa Teknolojia Habari na Mawasilino,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Bw Mucheru alifutilia mbali uteuzi wa marehemu Kochalle na kutoa wadhifa huo kwa mjane wake Bi Charity Kochalle baada ya kukashifiwa vikali na Wakenya. | Bwana Mucheru alifutilia mbali uteuzi wa marehemu Kochalle na kutoa wadhifa huo kwa mjane wake Bibi Charity Kochalle baada ya kukashifiwa vikali na Wakenya. ,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Bw alipomteua Kochalle aliyeaga dunia mnamo Mei 2018 kuhudumu katika KFCB | Bwana alipomteua Kochalle aliyeaga dunia mnamo Mei  elfu mbili na kumi na nane kuhudumu katika KFCB,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Kwa miaka mingine mitatu kupitia ilani iliyochapishwa kwenye gazeti rasmi la serikali mnamo Oktoba 18. | Kwa miaka mingine mitatu kupitia ilani iliyochapishwa kwenye gazeti rasmi la serikali mnamo Oktoba kumi na nane.,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
KATIKA siku za hivi karibuni,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Uchunguzi wa mashirika mbalimbali yakijumuisha bunge,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Kesi ya kumzima Nyoro yaondolewa. NAIBU wa Gavana Kaunti ya Kiambu James Nyoro alipata afueni jana baada ya kesi iliyopinga kutekeleza majukumu ya Gavana kufutiliwa mbali. | Kesi ya kumzima Nyoro yaondolewa. NAIBU wa Gavana Kaunti ya Kiambu James Nyoro alipata afueni jana baada ya kesi iliyopinga kutekeleza majukumu ya Gavana kufutiliwa mbali. ,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Kufuatia kutamatishwa kwa kesi hiyo,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Mnamo Septemba,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Katika kesi yake,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Naibu wa Gavana hawezi kutekeleza majukumu ya Gavana kwa vile kisheria hana mamlaka. | Naibu wa Gavana hawezi kutekeleza majukumu ya Gavana kwa vile kisheria hana mamlaka. ,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Alisema Bi Njoroge katika hati ya kiapo aliyowasilisha mahakamani. | Alisema Bibi Njoroge katika hati ya kiapo aliyowasilisha mahakamani.,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Akitoa agizo la kumzima Bw Nyoro,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Alisema naibu wa Gavana anaweza kutekeleza tu majukumu ya Gavana katika mazingira maalum kama vile kutatizika kwa Gavana kwa sababu za kiafya kiasi cha kutoweza kufanya kazi. | Alisema naibu wa Gavana anaweza kutekeleza tu majukumu ya Gavana katika mazingira maalum kama vile kutatizika kwa Gavana kwa sababu za kiafya kiasi cha kutoweza kufanya kazi. ,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Mahakama iliambiwa kwamba kuna kesi tatu kuhusu uhalali wa Gavana Ferdinand Waititu kutekeleza majukumu yake baada ya kushtakiwa kufuatia kashfa ya Sh 588 milioni ya utoaji zabuni za ujenzi wa barabara. | Mahakama iliambiwa kwamba kuna kesi tatu kuhusu uhalali wa Gavana Ferdinand Waititu kutekeleza majukumu yake baada ya kushtakiwa kufuatia kashfa ya shillingi  mia tano themanini na nane  milioni ya utoaji zabuni za ujenzi wa barabara.,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Kufuatia kushtakiwa kwa Bw Waititu,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Jaji Mumbi Ngugi wa Mahakama Kuu alitoa uamuzi unaosema kwamba Gavana anaposhtakiwa hapasi kutekeleza majukumu yake hadi kesi aliyoshtakiwa isikizwe na kuamuliwa. | Jaji Mumbi Ngugi wa Mahakama Kuu alitoa uamuzi unaosema kwamba Gavana anaposhtakiwa hapasi kutekeleza majukumu yake hadi kesi aliyoshtakiwa isikizwe na kuamuliwa. ,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Jana,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Alisema lazima wakazi wa kaunti ya Kiambu waendelee kuhudumiwa na Serikali ya kaunti hiyo chini ya uongozi wa Bw Nyoro.  | Alisema lazima wakazi wa kaunti ya Kiambu waendelee kuhudumiwa na Serikali ya kaunti hiyo chini ya uongozi wa Bwana Nyoro. ,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Mnamo Agosti 2019 mkazi mwingine wa Kiambu James Gacheru aliwasilisha kesi katika mahakama ya haki na katiba akiomba Bw Nyoro apewe mamlaka kamili ya Gavana. | Mnamo Agosti  elfu mbili kumi na mbili mkazi mwingine wa Kiambu James Gacheru aliwasilisha kesi katika mahakama ya haki na katiba akiomba Bw Nyoro apewe mamlaka kamili ya Gavana.,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Dkt aendelee kuhudumu katika wadhifa huo kabla ya kesi ya ufisadi inayaomkabili Bw waititu kuamuliwa. | Daktari aendelee kuhudumu katika wadhifa huo kabla ya kesi ya ufisadi inayaomkabili Bwana waititu kuamuliwa. ,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Uchunguzi unaoendeshwa na bunge la seneti kuhusu Mpango wa Serikali Kuu | Uchunguzi unaoendeshwa na bunge la seneti kuhusu Mpango wa Serikali Kuu,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Ukodishaji wa Vifaa vya Matibabu kwa hospitali za kaunti,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Pesa zilizotengewa serikali za kaunti kutoka kwa mfuko wa umma  | Pesa zilizotengewa serikali za kaunti kutoka kwa mfuko wa umma ,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Zimetumika kulipia vifaa vya matibabu ambavyo vinaweza kununuliwa kwa bei nafuu katika soko huru. | Zimetumika kulipia vifaa vya matibabu ambavyo vinaweza kununuliwa kwa bei nafuu katika soko huru.,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Kwa mfano,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Tume inayochunguza ikiwa pesa za umma zilitumiwa ipasavyo katika mradi huo wa takriban Sh 39 bilioni | Tume inayochunguza ikiwa pesa za umma zilitumiwa ipasavyo katika mradi huo wa takriban Shilingi  thelathini na tisa bilioni,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Walielezwa kuwa vifaa kama troli na glavu zilikodishwa kwa bei ya juu kuliko bei ya kuzinunua katika soko huru. | Walielezwa kuwa vifaa kama troli na glavu zilikodishwa kwa bei ya juu kuliko bei ya kuzinunua katika soko huru. ,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Ulaghai kama huo ulifichuliwa wiki hii,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Hii ilifanya wanachama wengi kukosa kunufaika na bima hiyo licha ya kutumia nambari za M-Pesa zilizotolewa na hazina hiyo. | Hii ilifanya wanachama wengi kukosa kunufaika na bima hiyo licha ya kutumia nambari za M-Pesa zilizotolewa na hazina hiyo.,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Visa vimeripotiwa vya Wakenya kutapeliwa mamilioni ya pesa kupitia vyeti feki vya ardhi. | Visa vimeripotiwa vya Wakenya kutapeliwa mamilioni ya pesa kupitia vyeti feki vya ardhi.,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
 Wiki jana,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Je,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Anaweza kupinga ikiwa anahisi kuwa ana haki ya kurithi mali yake na hakuhusishwa | Anaweza kupinga ikiwa anahisi kuwa ana haki ya kurithi mali yake na hakuhusishwa,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
au ikiwa anahisi kwamba alipaswa kuachiwa mali zaidi kuliko iliyotajwa katika wosia |  au ikiwa anahisi kwamba alipaswa kuachiwa mali zaidi kuliko iliyotajwa katika wosia,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
